day_of_week,hour_of_day,temperature,precipitation,event,traffic_density,population_density,public_transport_capacity,demand
Thursday,6,25.64841364550434,31.064622452480506,Sports,0.5505316805962256,1955.9244482961058,75.4239517654013,235
Thursday,23,23.221912052014133,16.70249828343846,None,0.40736552421283234,7982.895290227238,61.64509193247408,393
Saturday,13,21.94686652517685,36.63495252951402,Holiday,0.5213770214737412,8271.61595298117,92.26649878443634,302
Thursday,23,32.99666691374545,20.226369278693486,Holiday,0.8965746584690102,7909.881559429039,86.35814048700692,62
Sunday,10,15.43646793550979,3.4176600154979306,None,0.19629430231106704,2025.6929840731705,99.03805871944257,348
Wednesday,12,28.275793723511782,39.187992124205365,None,0.022564511705347234,6795.171613609882,57.78462988779665,125
Friday,1,34.26788868427101,14.2879162296353,Sports,0.861664884699101,8508.923161744588,61.28322915260275,100
Thursday,6,26.20336366923684,21.638343979963132,Holiday,0.5771170823879065,6196.18061097701,60.589907494075135,324
Saturday,19,33.73644924066184,34.27219416109508,None,0.8906584554618424,6817.666377052801,89.62698838106684,198
Sunday,3,16.045157585720474,16.6228078574356,None,0.5969452234131726,5125.271314836756,59.34536482250591,268
Wednesday,7,23.375866381483227,2.8292828073357814,Concert,0.8101610899597025,5758.365878956473,53.3329914911653,171
Tuesday,19,20.203155819241022,18.69605235064068,None,0.42967336335514794,1309.3917251655269,99.92804032928143,260
Tuesday,21,29.616419299614595,47.22242913471517,None,0.7498599312882688,6750.6671977595615,51.24086057225746,329
Wednesday,20,34.62594180994493,32.08671986492791,Holiday,0.913041466889856,1733.0249160204328,91.76220300794328,75
Sunday,18,20.130601248884957,33.57395743336035,Sports,0.5721229637222063,4915.1313490620105,68.26834207753264,222
Saturday,12,28.08349202948149,31.614107681881993,Holiday,0.18078515056237954,3633.8958790066704,92.08077298789075,205
Wednesday,13,18.961952655194803,9.949606947971839,Sports,0.26879761503019817,5908.851551905418,77.73102456055724,287
Friday,9,26.306605091432196,20.916693205114008,Concert,0.19864457689740578,2200.7470197088637,95.08156147431801,425
Friday,10,24.278649733766724,37.54698991816591,None,0.24685702759573291,7224.790617759863,96.30964932073132,131
Tuesday,1,34.44010659263074,5.068644877657958,Concert,0.3064154493510364,8155.103832356233,50.4549090640388,405
Thursday,8,27.170545453929332,13.892638804485614,Sports,0.5551337867531885,2470.1900476884084,53.77060879963941,462
Saturday,16,21.990127441736377,13.815955423292682,Holiday,0.5879916294638328,1938.8177861669394,62.51793647854277,322
Tuesday,2,17.281915697758667,21.6009463797253,Holiday,0.4264997472418611,2309.6393450862324,83.46577081817509,117
Thursday,23,18.024936574698692,49.01843704710925,Concert,0.6154207798208354,8894.148057086515,94.41360982557529,93
Thursday,5,19.5063385990247,3.375127334191097,Sports,0.08157492561136592,5753.703355807205,72.99709756469814,110
Friday,4,20.019333226805962,25.935049719029752,Concert,0.08778823705815997,5205.348964067523,80.34865581371326,172
Sunday,4,32.01232115682276,8.968234100610523,Concert,0.17182946035765845,1960.4063719211886,59.424992639778054,398
Monday,21,26.224455765650497,48.53382727048721,None,0.5180774980403448,6846.0040608126565,90.24834169408427,245
Sunday,14,25.467818227487328,5.66517523637321,Concert,0.21399467869831357,8811.99632705581,98.3664055676735,379
Monday,22,17.29537743738435,20.180050118079564,None,0.28328440349257733,8453.672823911076,63.42994664572987,458
Wednesday,16,32.2027938669887,36.89424924173031,None,0.40031283617299407,6634.4923808272115,74.74129758002732,372
Friday,8,29.456286064169674,35.227721401372264,Holiday,0.8118661240103798,1677.5084498650626,54.30580552531869,160
Thursday,2,16.353367238000033,21.136431844696613,None,0.013862135912860118,2011.5732445841168,77.95683282314842,307
Saturday,19,29.156701944595373,17.326208397635913,None,0.6493788202366224,1443.7808839884221,75.13917209233404,138
Monday,16,25.870764346852923,19.88061892764353,Holiday,0.6688765310406853,3317.3129484322235,57.22182420775388,482
Sunday,9,16.634506914935564,13.213813157931964,Concert,0.7986557803566365,2220.9532044434,72.10331065590375,247
Thursday,2,24.16601283057313,10.26664693533999,Sports,0.9327529390603132,3340.432362271905,66.70523260432816,331
Monday,17,24.69392574260094,24.1519848779445,Sports,0.020137848949289827,4465.522501470656,76.09154376525947,249
Monday,17,18.315490803265515,13.426687803380366,Sports,0.15378370551321618,9486.84505664022,79.28271677143996,148
Monday,16,33.913962940005646,14.373083244862507,Concert,0.886171294055993,6493.384538035229,50.424778930360475,76
Saturday,23,31.99950742961324,32.837803173727856,None,0.45851856218701537,8514.764071146661,88.05029914747777,138
Friday,2,28.380446746582166,48.42686658499461,Sports,0.5645906389334635,7393.16350641099,85.65071459308703,195
Saturday,2,24.245911220012143,30.181860027968753,Concert,0.6630272037231474,2012.5281747396857,68.31431931032611,231
Tuesday,5,23.23531083169017,3.848973353248314,None,0.6790666044956374,7623.2836573655395,52.646796778440915,306
Thursday,12,28.019469343019082,3.779180692703349,Holiday,0.9317404033165082,3475.88993403212,87.74662698925252,238
Friday,23,25.90863738813811,47.5711610422783,Sports,0.9969494174116696,6751.970622952357,97.75875802390662,289
Friday,14,16.24546211763771,14.864539515366681,None,0.7201574609309402,4068.657762786897,62.00757980110071,408
Friday,8,25.250052975406632,4.603349304123771,Sports,0.2872212092051508,9979.050369381932,66.1762306868519,436
Sunday,3,31.12807234465679,29.952229357519077,Sports,0.8797524022943436,3371.9633154710004,59.190644474090746,245
Friday,13,24.184797551939162,31.182438914513305,Sports,0.04922091454076161,3512.174236968427,78.84680616724198,346
Saturday,4,16.03913155108537,32.42524100593441,None,0.2310808528744962,9376.050300061584,57.74206973237275,214
Friday,1,30.725563987680662,13.370101392877064,Concert,0.8973857174637149,1221.7996417269042,67.80969717306897,356
Wednesday,10,19.027275642719488,0.7555342107237517,None,0.25619151443935495,7270.200890858772,84.85065069671315,320
Thursday,8,20.172416697760774,48.25076847272359,Sports,0.22065105962174847,7527.937516622903,78.00579915046742,57
Friday,23,18.294127068645917,12.544652284555124,None,0.13812529314024724,8527.407196693595,69.32312821639675,87
Thursday,2,21.60430129742995,33.801314402627376,Holiday,0.8591117576469165,9769.953795746278,71.0124800903771,163
Wednesday,8,30.1350301137727,35.331493493935476,Concert,0.5000582591910867,9780.417272409872,78.10554413116148,388
Wednesday,2,25.387717190078746,30.500370853974285,None,0.6748932030541548,1587.4908180981752,50.29323639435807,105
Thursday,1,19.09762548301425,15.645369710682411,Holiday,0.23906638407502967,8396.553904776123,53.92549342268049,480
Monday,11,32.556601563040815,13.554812688203288,Concert,0.7580404210112165,6816.789402916432,94.06290338815057,408
Tuesday,9,32.591637099030585,29.883414135135155,Holiday,0.7600055449620985,6826.07920935782,53.893949454564535,187
Sunday,8,32.41156850092014,43.304781680584576,Concert,0.31259802490830013,2155.149339532253,85.34017981052526,151
Monday,14,19.775924227630785,47.33668644616978,None,0.41068263301028285,6851.68449801088,96.00190820545262,383
Monday,7,24.02478688361976,5.295290220187882,Holiday,0.20969027743020086,9842.34322541123,63.53418021508656,226
Saturday,4,34.6997931228175,7.7414306298859925,Sports,0.9765610233229043,9206.367125855022,68.52457185297571,218
Sunday,10,30.440249526199807,47.236812939153985,Holiday,0.6456025770584116,4952.175947243655,78.44607029223582,388
Sunday,1,15.543348424511196,36.82676141673963,Concert,0.9345438807155155,1359.531759574849,94.08544848192923,335
Monday,23,16.30409182520984,44.149691241488654,None,0.30338554362913317,4260.641410001843,97.095279363021,310
Friday,14,24.278627536246656,10.131631706767157,Concert,0.7818909129968897,8437.512804404996,86.97816240556341,424
Saturday,5,33.1844041172312,29.379293555470092,Holiday,0.765858643884742,7313.4919131864945,54.3309880427347,272
Saturday,7,25.774035959054284,35.056979720873684,Holiday,0.6916556518665415,5134.092900345608,83.45770777674254,248
Wednesday,4,24.956250160685805,34.00559427234863,Sports,0.9656389752668004,1495.9138164294798,70.5151860936331,260
Sunday,15,17.10947399913261,20.407584543334906,None,0.39355533610631555,4842.052550409724,73.53504997455308,336
Monday,17,28.135602094485883,0.7697445845654238,None,0.1307173235897573,5221.224457460951,52.45741951725885,229
Wednesday,5,31.44206321200451,29.146302840213156,Holiday,0.6717088592440608,9356.999796047223,59.55310696731791,299
Thursday,4,22.608400150151247,12.655076958980437,None,0.7293098004772062,6769.774932239435,89.52568037668239,280
Tuesday,15,30.51223701850655,22.51271230714452,Sports,0.5750605734588147,3804.87624989184,72.69794165239298,72
Saturday,12,34.289533078016234,47.879050754190864,Concert,0.20681789313339627,5727.864380056492,65.08311208155745,97
Thursday,4,19.07532918255378,19.951765882121737,None,0.5044559416693554,1594.4977703994405,69.2009536982479,158
Thursday,12,25.466592623894826,41.990080333221336,Holiday,0.3121897365691294,9753.114120847631,92.719975666284,345
Friday,16,20.74275916169151,9.427030287462557,Concert,0.42746652816668906,4240.539117376535,87.44995087024785,55
Tuesday,17,30.857088380676785,33.62302490125144,Concert,0.6452185758446639,5300.806194218222,63.61576985905414,87
Thursday,7,26.55186731762315,48.85034772194717,Sports,0.7452147426908345,4197.5557681323035,55.875092010618665,218
Thursday,12,27.691648351006073,5.094655043646839,Holiday,0.23222469090134312,7142.605571045801,62.59991108220358,405
Tuesday,18,30.958283192317882,0.4159971113596006,None,0.40532536064695335,6960.089424966337,96.03782255273669,332
Tuesday,2,22.9194094532491,21.67913963163072,Holiday,0.2691615709916292,7437.90079476222,79.07944189248776,252
Thursday,23,33.301801368140865,4.63127415256836,Concert,0.19863161386186912,3413.2890665072873,76.67401043723915,374
Tuesday,7,25.6605773449228,37.419217483811565,Holiday,0.7833872199958384,3841.016330476594,79.81967998462308,362
Thursday,1,18.159096456706962,45.727433192427945,None,0.9092526944369924,2127.2610798658716,68.30141328732576,322
Thursday,7,28.917982363376048,21.701048635437942,None,0.3702321856845767,6899.589746615014,90.35535101597563,293
Friday,12,30.86522700876509,12.935582107772047,Sports,0.7512789243737669,1358.174146020873,76.16431246501249,376
Monday,12,21.335233541350533,21.72016595033049,None,0.8969952893644111,6379.141019711132,55.837395138439774,96
Thursday,0,32.14358513997506,36.17239089250005,None,0.8461242105302316,8827.262963664703,56.45325624145315,298
Wednesday,5,33.122865095315326,0.4527080790185489,Holiday,0.1828133885392259,9017.489334606702,76.84295732513093,128
Saturday,23,20.538089747556178,29.472699474234858,Holiday,0.9562918815133613,5041.339843329655,96.82851090354197,159
Sunday,18,34.67042945430444,30.664584244368953,Concert,0.37667644042946247,5133.733193917664,65.41760608380994,62
Monday,15,17.81423056097517,31.884412344796775,Sports,0.33924066117383633,1692.7226470721562,93.47705844296092,444
Monday,7,19.0403133680498,12.101103999043861,Holiday,0.062431327277780335,7036.885228987321,88.20477932894397,429
Monday,0,18.684496784760523,35.70263616890634,None,0.486173654104883,8391.334783355609,62.39062214534535,414
Friday,15,32.879794200157406,4.56957431658882,Concert,0.10901361564092871,3201.8954914424176,51.81703741581212,139
Thursday,8,28.085851046499236,9.96351682334004,Holiday,0.248539820927426,4791.707934700282,55.09236325711914,391
Friday,12,18.04208566444546,43.873502332724094,Sports,0.3169426217672814,8549.554030887433,86.42469669237201,397
Thursday,10,23.806468367366982,36.93615753632832,Sports,0.808826323491684,8894.084208960592,59.98348690203233,329
Friday,12,27.30596050139604,0.6872777005672626,Concert,0.8754886503958965,3188.6198223780334,68.56354602526969,270
Friday,20,16.669281699787668,12.41881301849001,Concert,0.3024663174614697,5955.135710872278,75.08495830032123,122
Saturday,9,32.648327368146774,10.720324149658229,Concert,0.8586981212445739,2732.4383557224437,86.27340842250814,283
Wednesday,3,31.072070708830704,13.540316401848628,Concert,0.8572309373697911,1916.908877256009,55.66156116295627,309
Friday,5,25.104135471532764,12.377988513994321,Concert,0.7646509503848735,9200.084512527617,70.31832026387308,162
Saturday,6,34.34253230518341,3.126314787142287,None,0.14669511401518154,8384.567538088982,74.25364545713477,95
Tuesday,4,23.35521958550199,22.947025829841017,None,0.690322846900729,7840.314116228565,77.04135319857699,323
Wednesday,10,34.68220638072995,36.63667373930826,Holiday,0.9450240645805688,1438.8968693182637,90.91803206976084,92
Friday,12,28.35839997607254,30.33658623587182,Sports,0.6825404787671571,8593.559134392317,58.58390975216085,257
Sunday,18,27.69342546507883,33.64358342990399,None,0.33161684910783396,4942.396683148454,90.39157259133111,466
Monday,22,18.3190979059157,4.057458926811957,None,0.5005793174308313,4081.5561096627366,84.64392138483261,398
Tuesday,9,32.63855516609288,47.57453550883936,None,0.6457250433510536,5918.287249228388,77.79354070994796,152
Tuesday,9,23.549793758412303,41.92459169215124,Holiday,0.5105704087285036,1822.1791845120024,84.9763935201286,173
Saturday,10,18.24466811564959,40.254515924783135,Concert,0.11995294173096982,7809.8189441715895,70.60088694758282,59
Tuesday,20,15.25215039951518,41.149190252088374,Holiday,0.31206404465202064,6241.915691994663,56.91987929840623,378
Wednesday,6,26.19511367276765,46.63552540663807,Sports,0.8023960305536325,2679.3108718585077,83.28826201326837,236
Friday,17,25.547992442453527,27.212698305684885,Sports,0.8614180460955174,2694.0897979214105,76.23361533428111,80
Friday,3,29.387072447383172,10.014100893381295,Sports,0.13730003271557023,2658.237864154068,81.96874002713878,205
Sunday,1,32.80516106035604,30.839180392627057,Sports,0.9523867523987246,1513.0214879674058,66.8999390514245,109
Monday,13,16.58813169286059,37.14407468339695,None,0.32882261784860933,6290.186044345163,95.3433288669918,298
Saturday,12,29.629929806807247,36.89586966770127,None,0.66231373873072,8563.133598296572,79.36849342877885,436
Monday,11,18.748238881951643,26.072451208344006,Holiday,0.7518251459566812,1157.4839258864974,54.27012421454369,423
Tuesday,6,32.16354106314328,3.422935966678903,Concert,0.8119462346378834,1441.0418047414619,72.49019953522144,488
Sunday,1,31.38127027723312,18.55564692150639,Sports,0.9457497022259301,6154.932490182512,87.81780273718172,319
Monday,12,25.815875099710887,46.038330423167864,Holiday,0.3129195480288226,8375.46116847447,89.70672808661362,491
Wednesday,13,29.20485597246623,29.2224454878713,None,0.8585064545515545,3940.6500151177024,74.72985263818794,266
Friday,16,21.287002263674967,26.91659716278567,None,0.13168690343620704,4146.529589269499,94.73737854156505,448
Tuesday,8,24.42335797865629,13.442675719109676,Concert,0.7050409063535927,6367.118477470984,63.38342185971488,51
Sunday,16,31.432737954209433,18.422445995828944,Concert,0.7419777295139859,3467.916002117323,70.52993486191333,73
Monday,7,24.185303943464277,44.76730445765846,Concert,0.6777232412013204,1239.475294699157,94.92984552844851,255
Saturday,1,22.155965306508836,33.32315237634179,Holiday,0.252314736135153,7617.056662914365,94.81283582357895,369
Wednesday,23,24.884248945006,39.36935133761664,None,0.8730431470152034,6630.849216473078,84.28563844123404,248
Wednesday,12,31.56498504874437,22.717271153382757,None,0.168858463370395,6226.803991500932,92.949027356111,405
Monday,2,21.704160947417456,31.512360972807897,Concert,0.05363479152083084,7675.157160926408,54.438663347811634,163
Friday,15,18.475231862714875,12.419180437160376,Sports,0.7174649906119122,7077.077538058337,93.24974881038881,329
Monday,5,29.240280406615614,35.27304151417432,Concert,0.4754757152327337,2852.9378936048906,66.03099532751133,204
Tuesday,18,31.519564254161637,21.380066685166867,Holiday,0.8490980199586761,4172.32942249016,58.916575621410814,214
Monday,6,17.012749570470667,22.12727574073728,Concert,0.38339714105825895,2134.991275107625,61.96849181710232,271
Wednesday,9,19.797482255118894,32.466116228844086,Concert,0.16827858850771282,2168.713120760929,70.89842540069435,140
Sunday,8,17.839439795219878,46.81403107344633,Holiday,0.8364421924698697,7085.761717208853,62.55960023022336,216
Monday,1,21.95882823164333,3.200317330431046,Concert,0.5489096316400717,8727.400962842483,66.02837930082495,496
Friday,14,24.007019578108252,41.23716186735038,None,0.1891957923903549,9664.59325475025,56.7489243035821,256
Sunday,4,29.976526739266127,14.619155520609656,Sports,0.7203839985864458,6655.124057945,64.80883827794993,331
Saturday,21,28.02295169763348,22.195972725318892,Concert,0.5111136384895005,2656.911910248613,78.61419072710007,114
Thursday,3,27.418571349568623,1.0956664387504478,Holiday,0.6043129822403198,1950.8531090403762,72.0926854045532,425
Monday,19,22.047498932193086,15.05230389171565,Sports,0.4608983382065819,8315.65874383082,67.33593806179556,53
Friday,3,31.8289510616952,25.131562131506524,Holiday,0.8287089838180064,6208.808287239994,87.3226064428557,206
Sunday,17,24.42574334796329,2.8088038673719504,Sports,0.8295627156830498,6564.565189123478,94.6754985696659,298
Friday,3,34.58209876030309,24.55478646915826,Sports,0.7093888218243862,8033.158798792383,87.83946114511986,306
Saturday,16,27.682842765914735,46.35553144292137,Concert,0.10540137739646227,7329.495049592065,66.60003510588396,284
Wednesday,11,17.525294831290054,5.2696609053902606,None,0.8388538619040689,8510.12427570487,87.22210839187768,355
Friday,21,28.52355124150868,38.22203640377522,Concert,0.6710129805329098,1505.9251491389064,57.59900912370256,415
Sunday,16,21.50208030863398,20.483552668799632,Holiday,0.6970241660042995,7727.685730718544,56.51589940456454,444
Friday,9,28.72654393372195,32.7586857262169,Holiday,0.36298284040387163,8657.67481589886,67.28135185180795,123
Friday,21,16.392822963248115,13.011829899261468,Sports,0.8792795561570067,3575.215382124829,90.38511845220285,236
Friday,0,18.497628743519186,7.974613127067914,Sports,0.7253716002348575,6764.025465939276,62.31741236211509,111
Tuesday,21,32.114745178115726,8.023130713561322,None,0.11259046652919447,3827.458574532749,53.16267044493398,386
Tuesday,23,19.543591140470298,3.5245972821572327,Concert,0.40777803440616267,9621.739598342087,56.58547676031775,213
Wednesday,17,31.7408225048588,9.282335245062152,Holiday,0.8863803619601417,1300.8121519195338,92.93724842647902,105
Monday,17,20.58552176908821,33.21096924944841,Sports,0.047196701697378995,6218.135594496595,81.68916423736438,160
Friday,13,27.857638201174154,44.084530592175405,None,0.9614166196420495,2498.5319234456356,62.660058168498836,267
Saturday,14,28.88301147019662,40.70628427955809,Holiday,0.6791625683195628,7409.981846594428,77.76479126640906,289
Monday,11,25.25309506290106,34.25671549372421,Sports,0.6313759776433766,2583.0125507679586,76.37898112126751,70
Saturday,3,21.106213533934625,5.521593170555134,Holiday,0.2705592564879914,3118.4493570852183,82.77179892203307,190
Monday,2,19.252887527421922,14.459372314797491,None,0.24879178873917707,5449.337299411823,61.659377721080816,314
Wednesday,19,15.663787091248524,15.490343766123448,None,0.9420582194885955,9233.514549971902,93.22014935971988,188
Friday,11,21.078928024814477,12.49784731988106,Holiday,0.29827245423412274,2905.4293493317373,65.46842810400064,119
Friday,6,28.063255810625662,25.750282985486155,Concert,0.7755052967189994,2298.1601900629316,84.70658269881184,434
Thursday,10,33.766096368969656,26.77769074398363,Holiday,0.39312179820707915,7830.791486686276,50.806232318610746,167
Saturday,0,32.42408964526104,17.84429875855551,Sports,0.13925407078470398,5505.575791005379,68.63285649470737,247
Monday,5,30.321295530706053,17.6894579368218,Concert,0.01071529769535895,9206.066011435943,67.58549089794042,254
Monday,14,30.768946865065974,41.42777989530407,Sports,0.5442573370152508,2319.5310144385803,77.17422142915072,263
Tuesday,14,28.299698069519906,39.46464241598428,Holiday,0.9757788185489327,6813.351037207354,53.636813088859824,105
Thursday,18,20.205737151320058,15.389791584037283,Concert,0.3691361938092045,3095.9123153663354,89.50656868630541,336
Sunday,10,33.143900614116596,45.68942219366296,Sports,0.35719233399304484,2410.8438578647538,60.88904008837842,342
Sunday,22,28.41464623811668,47.6407508501253,Holiday,0.3440916178494421,7150.864736415435,83.8518907441005,224
Tuesday,1,26.2088126196088,16.33712710150204,Holiday,0.5205438373048584,6343.161579178599,90.16060616220466,396
Tuesday,13,17.21978938426962,17.721247439652743,Concert,0.44066488342429355,7793.447125260981,78.09384781207565,419
Tuesday,1,23.94111087612851,25.28170767109794,Holiday,0.8799146267270145,3785.163188015641,87.04416033609928,177
Saturday,3,24.207165424038525,47.056040626683675,None,0.5055207917234903,5031.74490743971,83.09301561075029,480
Saturday,16,32.2912721904534,43.815971657115576,Sports,0.5077578381885688,4649.245086973766,67.77648985760038,427
Wednesday,2,25.93296440375577,5.12839812917949,Sports,0.1383715947205566,9856.805175698628,90.44292695167826,374
Wednesday,12,22.608010979408192,19.63653716357081,Holiday,0.982739540910386,3630.240610654491,64.7350684942764,491
Tuesday,8,34.53600657021319,27.668559487488594,Holiday,0.24997289086882968,3653.355145120902,78.56064588757586,341
Thursday,6,17.214411866526312,25.156623627577,None,0.07336406745960267,4190.933879457467,87.26988695707698,337
Monday,14,23.450968566238892,9.693153396844634,Concert,0.6631462489752088,6081.346731612894,68.94779549062538,275
Saturday,22,15.840493503428107,42.940838558407734,Holiday,0.5953663701568727,3270.904698373707,65.13838038087125,113
Thursday,10,29.798082415338605,33.84703914984187,Holiday,0.4151456539927457,9237.609463413466,72.96730050864113,475
Friday,19,33.361531043983014,41.89541874259018,Holiday,0.42219223388067806,3391.1700837963713,90.89817471745768,97
Saturday,1,20.600746591009788,42.93821396747361,Holiday,0.7850639210464312,9062.341584041751,96.49608815728324,251
Saturday,14,32.16683353598242,37.41779268328699,Sports,0.19571264009964906,1931.275572819262,77.25417064299451,386
Wednesday,13,20.844364609237957,21.960530062485866,Holiday,0.8202533189448897,6909.064321596871,83.0733102661826,463
Monday,19,33.2154032328783,30.527337750771228,Sports,0.6487471138950182,9162.869665944192,95.1636811119457,454
Monday,21,30.079238071935677,8.018270305987157,Holiday,0.4189697737795244,2518.744945584066,54.92734257064712,109
Sunday,10,31.09813553682877,33.68227087374539,Concert,0.4580286165838686,9714.942640893296,61.60392889330825,446
Sunday,2,15.360131112009089,8.962662786964037,None,0.2566472071860958,5075.950243739606,85.44500031257913,306
Sunday,16,34.256207141480516,34.69747952550784,Concert,0.7521143326969748,9511.43597596922,91.18722309561498,114
Sunday,11,29.533419841406463,11.479908037698433,Holiday,0.5128747423052678,7091.380392670423,92.8514514165289,288
Friday,23,21.095021907722668,5.877565007510999,Holiday,0.3208545427498436,3714.2818288619637,70.75535884274663,338
Friday,20,31.58789329717694,8.26422450714787,Holiday,0.5960501157609502,2694.7227242539575,54.466995114593345,87
Saturday,14,20.6304239682986,0.0996067609535134,Concert,0.995734452051323,3733.6154160258943,71.889073864981,74
Tuesday,15,32.455076791322554,35.93698089267651,Holiday,0.43526227965655384,1837.156683364075,61.536729510352686,459
Wednesday,4,17.25160780823874,36.620052452918955,Concert,0.9206914007786196,2294.811697089968,64.55982274983121,108
Wednesday,19,29.073719549215916,25.746667495662972,Sports,0.3450168399245661,1941.9439631183304,88.61337784187529,466
Sunday,5,25.813969532898206,8.068140052769184,None,0.054732706924985886,4806.49189367402,53.77635430129435,406
Saturday,18,16.930689403908815,4.177716875534488,None,0.20424210636842888,8160.205386318278,91.3790608740351,432
Thursday,4,19.837876565176778,0.9564483218643505,Concert,0.4186951433276842,2272.4519879470618,71.38345429120845,346
Tuesday,2,15.248080725546295,8.287408848261036,Sports,0.219634928594569,2172.883898551023,79.80319655502976,207
Saturday,0,24.37535930929012,44.54277674915733,Concert,0.0002270382182555375,6790.860545655977,54.48261156178395,106
Tuesday,5,21.025305215200007,12.076842085084088,Sports,0.9150015377475272,2774.6468377125966,66.86795391786399,482
Tuesday,14,26.967149685955178,17.71356636086078,Holiday,0.843879411230929,1878.4903429809244,54.48504595074229,97
Tuesday,1,20.944756154172346,5.267274224066659,Sports,0.7422922314869471,2501.6372038501986,98.07718614405547,377
Saturday,2,20.998382230139693,11.118065237408514,Sports,0.16781459564602863,9313.582562890984,90.36308246631252,482
Sunday,16,29.863863974632068,25.961228539010257,Sports,0.12036357620998606,8393.241274985718,72.98163771782302,480
Wednesday,23,15.96285671956707,30.387634154782628,None,0.06760474947238315,4186.581061195847,61.18012741618355,105
Wednesday,11,33.05789990383974,12.267615708310553,Sports,0.7240291887729212,6902.386905946535,96.67275526249261,114
Sunday,17,32.045277487823626,2.8866079612558604,Holiday,0.9288079606878853,5835.481063012343,67.22982978634859,317
Tuesday,14,28.35609366452813,19.551643456369934,Holiday,0.430535820913037,7094.1183713430755,58.04922158436874,118
Thursday,11,26.864431402147687,11.710168546316707,Holiday,0.11914067199604816,7144.040372164834,78.15821942269774,265
Monday,15,32.846049962793046,10.977696161490098,Sports,0.5123928207321066,6658.606135539936,97.1887060172408,439
Saturday,7,18.70660359057429,47.99314013567276,Concert,0.34883190745863013,3394.9123168357773,50.19151452501613,138
Monday,13,16.579383243816572,30.815024296286204,Concert,0.3748249243499977,1351.0577868653631,61.90624216269994,498
Sunday,16,19.790203398190762,27.843922158604794,Holiday,0.6213306241557073,5100.101037910979,96.92238202052039,330
Thursday,20,30.891565574003806,20.788755176166095,None,0.7187181132622024,9018.764962216334,58.554298342858104,306
Saturday,7,15.693405334529666,21.447216671507213,Concert,0.11060359887316085,6125.475326667183,55.662172581990994,209
